421,421,421,421,421,421,421,421,421,421,421,421,421,70,70,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,70,70,421,421,421,421,421,421,421,421,421,421,421,421
421,222,50,50,50,50,50,50,50,50,50,222,421,70,70,421,421,421,421,0,0,0,0,0,0,0,0,106,106,421,421,421,421,421,106,106,0,106,421,421,70,70,421,401,401,401,401,401,421,421,421,421,421,421
421,50,0,0,0,0,423,0,0,0,0,50,106,70,70,421,0,0,0,0,421,421,421,421,421,421,0,0,0,0,0,106,106,106,106,421,421,0,0,421,70,70,106,401,31,0,0,401,106,421,421,421,421,421
421,50,0,0,0,0,451,0,0,0,0,50,0,70,70,421,0,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,0,421,70,70,0,401,0,0,0,401,106,421,421,421,421,421
421,50,0,423,423,0,0,0,423,423,0,50,0,70,70,0,0,222,59,0,0,59,222,0,0,0,222,222,222,0,0,0,222,446,446,446,446,222,0,0,70,70,0,401,50,50,131,401,106,421,421,421,421,421
421,50,0,0,0,0,0,0,0,0,0,133,0,11,11,0,0,222,59,0,0,59,222,0,0,0,222,31,222,0,0,0,222,0,0,0,0,222,0,0,70,70,0,0,0,0,0,0,0,421,421,421,421,421
421,50,0,423,423,0,0,0,423,423,0,50,0,70,70,0,0,222,59,0,0,59,222,0,0,0,171,0,0,0,0,0,222,446,0,0,446,222,0,0,11,11,0,0,0,0,0,0,0,421,421,421,421,421
421,50,0,0,0,0,0,0,0,0,0,50,0,70,70,0,0,222,59,0,0,59,222,0,0,0,0,0,0,0,0,0,222,0,0,0,0,222,0,0,70,70,0,0,0,0,0,0,0,421,421,421,421,421
421,222,50,50,50,50,133,50,50,50,50,222,0,70,70,0,0,222,59,0,0,59,222,0,0,0,0,0,0,0,0,0,222,446,0,0,446,222,0,0,70,70,0,421,0,421,0,421,0,421,421,421,421,421
421,420,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,222,0,0,0,0,222,50,50,50,50,0,50,50,50,50,222,0,0,0,0,222,0,0,70,70,0,0,0,0,0,0,106,421,421,421,421,421
421,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,222,55,13,0,0,222,0,0,0,0,0,0,0,0,0,222,0,13,55,13,222,0,0,70,70,0,0,0,0,0,0,0,421,421,421,421,421
421,274,274,274,274,274,274,274,274,274,0,0,0,70,70,0,0,222,0,0,0,107,222,85,0,0,0,0,0,0,0,85,222,0,0,0,0,222,0,0,70,70,0,0,0,0,0,0,0,421,421,421,421,421
421,275,55,0,0,0,0,0,41,275,0,0,0,70,70,0,0,222,222,222,130,222,222,222,222,222,0,0,0,222,222,222,222,222,130,222,222,222,0,0,70,70,0,0,0,0,0,0,0,421,421,421,421,421
421,274,13,0,0,449,0,0,0,274,0,0,0,70,70,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,70,70,0,0,0,0,0,0,0,421,421,421,421,421
421,275,0,0,0,0,0,0,0,275,0,0,0,70,70,0,0,222,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,222,0,0,70,70,0,0,0,0,0,0,0,421,421,421,421,421
421,274,0,449,449,0,449,449,0,274,0,0,0,70,70,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,70,70,106,0,0,0,0,0,421,421,421,421,421,421
421,275,0,0,0,0,0,0,0,275,0,0,0,70,70,0,0,222,222,222,222,222,222,222,222,222,150,152,153,222,222,222,222,222,222,222,222,222,0,0,70,70,106,0,0,0,0,106,421,421,421,421,421,421
421,274,0,449,449,0,449,449,0,274,0,0,0,70,70,83,0,0,0,421,0,421,0,421,0,0,0,0,0,0,0,421,0,421,0,421,0,0,0,0,404,70,0,0,0,0,0,421,421,421,421,421,421,421
421,275,0,0,0,0,0,0,0,275,0,0,0,70,70,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,85,404,70,0,421,0,421,0,0,0,421,421,421,421,421
421,274,274,274,444,0,444,274,274,274,0,0,0,70,70,70,70,70,70,70,70,70,70,70,70,70,10,10,10,70,70,70,70,70,70,70,70,70,404,404,404,70,0,0,84,0,0,0,0,421,421,421,421,421
421,0,0,0,0,15,0,0,0,0,0,0,0,70,70,70,70,70,70,70,70,70,70,70,70,70,10,10,10,70,70,70,70,70,70,70,70,70,70,70,70,70,0,421,0,421,0,0,0,421,421,421,421,421
421,0,0,0,0,15,0,0,0,0,0,0,0,453,453,453,453,453,453,453,453,453,453,453,0,421,15,15,15,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,421,421,421,421,421
421,0,0,0,0,15,15,15,15,15,15,15,0,453,453,453,453,453,452,453,453,453,453,453,0,0,15,15,15,0,0,401,401,401,401,401,401,0,0,0,0,0,0,0,0,0,0,0,0,421,421,421,421,421
421,421,0,0,0,0,0,0,0,0,0,15,0,453,57,0,56,54,0,0,0,0,58,453,0,0,15,15,15,0,0,401,0,0,0,100,401,0,0,489,489,489,489,489,489,489,489,489,0,421,421,421,421,421
421,490,490,490,490,490,490,490,490,0,0,15,0,453,57,0,0,0,0,0,0,0,58,453,0,0,15,15,15,0,0,445,449,449,449,449,401,0,0,489,59,13,55,446,446,446,446,489,0,421,421,421,421,421
421,495,446,446,490,107,0,107,495,0,0,15,0,453,0,0,0,0,0,0,0,0,0,453,102,0,15,15,15,15,15,0,0,0,0,31,401,0,0,494,0,0,0,0,0,0,0,494,0,421,421,421,421,421
421,490,0,0,130,0,0,0,490,0,0,15,0,453,0,0,0,0,0,0,0,0,0,453,102,0,15,15,15,0,0,445,401,401,401,401,401,0,0,489,0,0,0,0,0,0,0,489,0,421,421,421,421,421
421,490,59,0,490,13,61,13,0,15,15,15,0,453,0,0,0,0,0,0,0,0,0,453,102,0,15,15,15,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,494,0,421,421,421,421,421
421,495,59,0,490,0,0,0,490,0,0,15,0,453,453,493,453,440,0,440,453,493,453,453,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,489,454,0,0,0,0,0,0,489,106,421,421,421,421,421
421,490,490,490,490,490,490,490,490,0,0,15,0,103,103,103,0,0,15,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,489,442,0,442,494,489,494,489,489,106,421,421,421,421,421
421,421,421,421,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,103,103,103,103,106,106,421,421,421,421,421
421,489,489,489,489,489,489,489,489,0,0,15,0,0,0,0,0,0,15,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,106,421,421,421,421,421
421,494,0,0,0,0,0,0,489,0,0,15,0,0,0,0,0,0,15,0,0,0,15,421,0,0,0,0,0,0,0,421,15,0,0,0,0,0,0,0,0,15,0,0,0,200,201,0,0,421,421,421,421,421
421,489,0,0,0,0,449,449,441,0,0,15,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,0,0,0,220,221,0,0,421,421,421,421,421
