2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,401,401,401,401,401,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,401,401,401,401,401,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,2,2,2,2,2,401,401,401,401,401,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,222,0,0,0,41,222,0,0,0,448,448,0,0,0,222,446,446,446,446,446,222,2,2,2,2,2,401,401,401,401,401,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,222,0,0,0,0,222,0,0,0,12,12,0,0,0,222,0,0,13,0,0,222,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,222,0,0,0,0,222,0,0,0,12,12,0,0,0,222,0,13,450,13,0,222,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,222,0,0,0,0,222,0,0,0,12,12,0,0,0,222,0,13,450,13,0,222,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,222,0,0,0,0,222,0,0,0,12,12,0,0,0,222,0,13,450,13,0,222,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,222,0,0,0,0,222,85,0,0,12,12,0,0,85,222,0,13,450,13,0,222,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,222,0,0,0,0,222,222,222,222,0,0,222,222,222,222,0,0,13,0,0,222,2,2,2,2,2,2,2,2,2,2,2,2
2,274,274,274,274,274,274,274,274,274,2,2,2,2,2,2,2,222,107,0,0,107,222,85,0,0,0,0,0,0,85,222,107,0,0,0,107,222,2,2,2,2,2,2,2,2,2,2,2,2
2,274,107,0,0,0,0,0,31,274,2,2,2,2,2,2,2,222,222,222,130,222,222,0,0,0,0,0,0,0,0,222,222,222,130,222,222,222,2,2,2,2,2,2,2,2,2,2,2,2
